Product_ID;Product_Category_1;Product_Category_2;Product_Category_3
P00203442;5;14.0;
P00367342;11;;
P00359542;11;;
P00193342;11;16.0;
P00245942;15;;
P00196342;2;9.0;14.0
P00122842;11;;
P00284142;3;4.0;
P00365142;6;16.0;
P00351642;8;15.0;16.0
P00186242;4;5.0;
P00263042;1;16.0;
P00043342;8;14.0;
P00123342;11;;
P00180442;11;;
P00359342;11;;
P00217642;1;2.0;11.0
P00122942;11;;
P00122742;11;;
P00131442;6;8.0;14.0
P00017842;16;;
P00023842;3;4.0;
P00198342;5;11.0;
P00347442;5;;
P00036942;5;14.0;
P00167642;5;;
P00218142;1;2.0;
P00225742;2;4.0;
P00110442;7;;
P00082542;8;16.0;
P00003542;8;14.0;
P00147542;2;14.0;
P00175042;8;;
P00113542;8;17.0;
P00000242;2;4.0;9.0
P00164742;4;5.0;
P00110242;8;;
P00085742;4;8.0;
P00307742;5;;
P00191842;4;5.0;
P00033142;2;8.0;
P00023742;5;;
P00147242;5;;
P00343542;8;11.0;
P00245342;11;;
P00206742;11;15.0;
P00132942;1;;
P00082842;1;;
P00352542;1;17.0;
P00245842;5;7.0;
P00028142;5;14.0;
P00366842;8;;
P00238342;8;;
P00189742;2;4.0;
P00020742;5;;
P00031942;11;;
P00197242;4;5.0;
P00245742;15;;
P00131142;8;;
P00263642;6;8.0;
P00185142;4;5.0;
P00290542;5;;
P00054442;8;;
P00310542;8;;
P00240942;8;;
P00308542;1;;
P00343842;7;;
P00225442;16;;
P00267942;8;14.0;
P00064442;17;;
P00037942;8;;
P00360842;5;;
P00032642;13;16.0;
P00054742;8;;
P00235942;11;15.0;16.0
P00185342;3;4.0;
P00142742;5;14.0;
P00219542;5;6.0;
P00294342;8;;
P00369942;2;3.0;4.0
P00323542;8;18.0;
P00291942;8;17.0;
P00288842;8;14.0;
P00187142;2;4.0;5.0
P00218542;11;15.0;
P00196942;5;11.0;
P00061042;8;16.0;
P00171042;16;;
P00047842;8;;
P00300642;5;14.0;
P00194842;5;;
P00370542;8;;
P00333442;8;;
P00222542;5;8.0;
P00283642;5;17.0;
P00058642;18;;
P00319542;8;14.0;
P00015442;8;;
P00008042;6;8.0;14.0
P00352342;8;14.0;
P00256242;5;8.0;
P00205042;5;8.0;
P00349842;5;14.0;
P0095942;3;4.0;
P00090442;18;;
P0093942;8;16.0;
P00363242;1;2.0;9.0
P00248242;5;8.0;
P00279842;8;;
P00328242;8;;
P00356542;1;2.0;
P00124442;11;;
P00001342;3;4.0;
P00202442;5;;
P00286042;18;;
P00258142;11;;
P00243642;11;;
P00314642;15;;
P00166742;5;16.0;
P00356142;8;;
P00201542;5;;
P00153142;1;8.0;
P00276542;8;;
P00019042;5;8.0;14.0
P00168442;5;;
P00006342;5;14.0;
P00006242;5;;
P00093542;1;6.0;
P00029042;5;;
P00131342;5;;
P00136642;14;;
P00299242;8;;
P00170042;8;;
P00148242;8;;
P00269342;2;3.0;4.0
P00260542;5;;
P00316542;5;;
P00275442;8;;
P00008342;5;8.0;
P00175942;8;;
P00325242;16;;
P00168642;7;;
P00235442;1;15.0;
P00107542;8;;
P00124142;11;;
P00245542;11;15.0;
P00368542;11;15.0;
P00338042;5;;
P00146942;1;;
P00147442;1;5.0;
P00221642;5;15.0;
P00335042;6;8.0;
P00112042;18;;
P00301042;5;;
P00003342;2;14.0;
P00320642;8;;
P00363942;5;;
P00090242;6;8.0;
P00311542;5;;
P00347842;5;14.0;
P00275942;8;14.0;
P00172342;8;14.0;
P00236642;6;16.0;
P00259742;8;14.0;
P00286142;16;;
P00264542;2;15.0;16.0
P00332442;16;;
P00182942;6;8.0;10.0
P00276442;11;16.0;
P00241342;1;11.0;15.0
P00060542;5;;
P00208242;8;;
P00243842;8;;
P00004042;8;;
P00239942;5;14.0;
P00354742;8;;
P00339442;16;;
P00091642;14;17.0;
P00051542;8;;
P00166142;5;;
P00261142;1;17.0;
P00255142;8;;
P00198542;8;;
P00023242;2;4.0;
P00026142;5;;
P00073742;8;14.0;
P00359442;11;;
P00019542;16;;
P00337742;5;14.0;
P00149942;5;14.0;
P00137042;8;16.0;
P00158942;1;4.0;
P0097942;8;14.0;
P00175542;5;;
P00122642;11;;
P00126642;8;;
P00196842;5;11.0;
P00154542;1;2.0;
P00007442;5;8.0;
P00305742;5;;
P00130142;8;;
P00051042;8;;
P00138042;1;2.0;4.0
P00083442;8;;
P00275242;5;14.0;
P00091342;8;;
P00224442;5;;
P00147142;6;8.0;10.0
P00361542;6;;
P00024442;4;5.0;
P00310442;8;;
P00164042;4;5.0;8.0
P00063042;8;;
P00343742;8;;
P00087642;5;14.0;
P00183742;4;5.0;18.0
P00310642;8;;
P00268042;4;5.0;
P00290942;5;8.0;
P00047042;8;;
P00027342;8;;
P00367442;8;9.0;
P00310042;5;8.0;
P00317542;1;8.0;
P00282942;5;;
P00065642;15;;
P00259542;5;;
P00319942;1;8.0;
P00024542;1;;
P00239142;5;;
P00141042;8;;
P00360142;8;;
P00282742;5;;
P00311642;8;17.0;
P00025242;2;4.0;5.0
P00005442;8;;
P00254542;8;13.0;
P00131642;8;;
P00196242;3;4.0;5.0
P00066742;13;16.0;
P00231742;6;;
P00040842;2;4.0;
P00343342;2;4.0;
P0094042;1;16.0;
P00223342;6;;
P00053442;1;2.0;16.0
P00254742;5;;
P00100042;6;10.0;
P00275742;8;16.0;
P00352442;1;17.0;
P00048542;8;14.0;
P00162342;6;8.0;
P00188642;10;;
P00253442;5;8.0;
P00044842;8;14.0;
P00146242;4;5.0;
P00143542;5;;
P00301842;5;;
P00073142;7;;
P00006742;5;14.0;
P00288142;5;;
P00339242;5;;
P00306442;8;;
P00148742;8;17.0;
P00334742;2;17.0;
P00237442;8;14.0;
P00162542;5;;
P00155542;11;15.0;
P00018242;5;;
P00011042;8;13.0;
P00313642;6;10.0;
P00090042;6;8.0;
P00308942;1;8.0;
P00322242;8;14.0;
P00135242;4;5.0;13.0
P00016942;5;;
P00188342;8;14.0;
P00055742;5;8.0;
P00212642;5;;
P00322442;8;;
P00010142;16;;
P00229042;5;14.0;
P00321642;8;;
P00298842;2;;
P00296342;8;;
P00052942;5;;
P00259442;5;;
P00207542;8;;
P00293042;8;;
P00130042;14;17.0;
P00304542;1;5.0;
P00285542;8;;
P00207742;5;14.0;
P00139042;8;17.0;
P00359142;16;;
P00194942;7;;
P00276042;2;8.0;
P00207842;13;16.0;
P00072742;8;14.0;
P00055542;5;8.0;
P00342242;11;15.0;16.0
P00019642;8;;
P00234242;8;;
P00178742;5;;
P00165242;8;14.0;
P00187242;4;5.0;
P00268742;1;8.0;
P00219442;8;;
P00159242;1;2.0;16.0
P00007842;8;16.0;
P0098842;16;;
P00208842;11;16.0;
P00202942;16;;
P00169542;5;14.0;
P00138742;14;;
P00208442;1;2.0;15.0
P00171242;11;16.0;
P00059942;8;14.0;
P00072242;7;;
P00089842;5;13.0;
P00124542;11;;
P00252342;10;;
P00044042;5;;
P00268842;8;14.0;
P00222342;8;14.0;
P00128442;1;8.0;
P00011442;5;14.0;
P00258042;11;;
P00171742;5;;
P00134642;5;;
P0098642;6;8.0;
P0099942;5;12.0;14.0
P00107142;6;10.0;16.0
P00276942;8;;
P00209242;8;;
P00353242;5;;
P00334442;8;;
P00253942;8;;
P00228942;8;14.0;
P00237342;8;14.0;
P00334342;8;;
P00231842;8;;
P00168042;8;;
P00030142;8;;
P00215942;8;;
P00132242;5;;
P00325142;3;4.0;
P00342842;5;;
P00312342;8;;
P00071142;5;;
P00144542;8;;
P00031242;10;16.0;
P00199842;16;;
P00062642;8;;
P00321442;13;16.0;
P00206842;5;14.0;
P00173142;1;5.0;6.0
P00162942;7;;
P00062142;8;16.0;
P00284242;16;;
P00118242;5;8.0;
P00258242;5;;
P00136242;1;5.0;6.0
P00080542;5;;
P00077942;5;;
P00281842;5;;
P00002742;8;;
P00134242;6;;
P00186042;4;5.0;
P00048942;1;4.0;
P00232142;11;;
P00248842;8;;
P00348042;5;;
P00067642;5;;
P00345442;5;11.0;
P00201642;1;;
P00200742;13;16.0;
P00058942;7;;
P00247242;8;;
P00152542;16;;
P00077742;2;4.0;
P00062042;5;;
P00002842;14;;
P00343142;2;4.0;
P00292642;8;;
P00166342;8;16.0;
P00236442;3;4.0;
P0094242;8;;
P00270642;5;;
P00110342;7;;
P00363042;11;;
P00125242;11;;
P00361242;16;;
P00086942;16;;
P00298742;14;;
P00258642;11;;
P00171442;8;;
P00344942;5;;
P00064742;8;;
P00199942;16;;
P00351942;6;8.0;
P00047442;5;18.0;
P00151342;7;;
P00145542;5;;
P00093042;16;;
P00230742;5;;
P00148942;8;;
P00301742;5;;
P00320342;1;8.0;
P00237042;3;4.0;
P00185242;4;5.0;
P00067542;1;2.0;
P00251742;14;;
P00030042;8;;
P00213442;8;16.0;
P00317242;8;;
P00279242;5;8.0;
P00071342;8;;
P00055942;8;;
P00245142;11;;
P00230042;8;;
P00209442;8;;
P00150642;5;8.0;
P00142642;8;14.0;
P00123442;5;11.0;
P00226042;11;;
P00081742;6;8.0;
P00009542;8;;
P00046642;1;;
P00167542;5;14.0;
P00271742;1;5.0;
P00217042;8;;
P00246442;15;;
P00358842;11;;
P00209542;5;;
P00101642;12;;
P00363442;1;;
P00179442;11;;
P00089742;8;;
P00203942;5;;
P00290342;8;;
P00242842;5;14.0;
P00146542;2;4.0;8.0
P00165042;2;4.0;
P00232742;8;;
P00312442;11;;
P00180842;11;;
P00245442;11;;
P00076742;5;;
P00144442;5;14.0;
P00356642;8;17.0;
P00366342;5;14.0;
P00241442;2;15.0;
P00349142;11;;
P00257742;11;;
P00160242;11;;
P00012842;16;;
P00227042;11;;
P00319642;6;;
P00045242;1;8.0;17.0
P00200942;3;;
P00315742;5;;
P00355042;18;;
P00164642;5;14.0;
P00333542;8;;
P00354042;1;6.0;
P00229142;5;11.0;16.0
P00359942;11;;
P00034942;8;;
P00301642;5;;
P00158342;8;;
P00140242;14;;
P00171842;8;14.0;
P00357342;8;;
P00147642;1;2.0;
P00191142;4;15.0;
P00350842;8;;
P00292442;1;2.0;
P00121942;8;;
P00361142;8;14.0;
P00340842;11;15.0;
P00073042;8;;
P00026442;8;14.0;
P00334142;8;;
P00140542;1;2.0;4.0
P00103442;11;;
P00246242;15;;
P00091042;5;8.0;
P00191542;4;5.0;
P00291542;5;;
P00356342;1;2.0;8.0
P00356242;5;;
P00188842;8;;
P00189942;4;8.0;
P00034542;8;;
P00326442;8;;
P00335142;5;;
P00060942;5;;
P00141742;5;6.0;
P00361442;7;;
P00351742;3;4.0;12.0
P00353342;3;4.0;12.0
P00267442;1;2.0;5.0
P00360642;6;16.0;
P00243742;11;;
P00243442;11;;
P00103542;5;;
P00103942;8;;
P00286242;5;;
P00140642;5;;
P00315942;1;2.0;
P00259642;3;4.0;
P00070642;11;16.0;
P00076142;8;;
P00299942;8;;
P00133342;8;;
P00107042;3;5.0;16.0
P00012042;8;;
P00009642;1;16.0;
P00138642;6;;
P00316342;5;9.0;
P00087742;5;14.0;
P00143942;5;16.0;
P00088142;2;;
P00244542;11;;
P00245042;11;;
P00137942;5;;
P00134842;5;;
P00187642;2;4.0;
P00340542;8;;
P00195142;8;;
P00287142;5;;
P00235642;8;16.0;
P00048842;8;;
P00273042;5;;
P00269042;18;;
P00255242;1;;
P00090742;18;;
P00121742;7;;
P00254442;1;2.0;
P00244942;11;;
P00071742;2;4.0;
P00112742;2;14.0;
P00353442;3;4.0;12.0
P00290742;8;14.0;18.0
P00080942;5;8.0;
P00048242;8;;
P00242442;1;;
P00215542;1;;
P00154842;14;;
P00254842;5;13.0;
P00143842;5;14.0;
P00276742;5;8.0;
P00338342;5;;
P00267042;3;4.0;
P00149842;16;;
P00228842;8;;
P00157242;16;;
P00278742;14;;
P00043442;5;14.0;
P00325842;11;;
P00012442;7;;
P00166842;8;;
P00252242;6;10.0;
P00069942;6;;
P00021542;11;;
P00160142;14;;
P00019442;8;12.0;
P00333242;8;;
P00343642;7;;
P00318042;5;8.0;
P00054842;16;;
P00260942;7;;
P00055842;8;;
P00264342;5;8.0;
P00061942;14;;
P00153442;8;17.0;
P00336342;12;;
P00056742;8;;
P00264842;11;;
P00353842;15;;
P00078042;8;;
P00071642;5;8.0;
P00204142;16;;
P00067342;8;;
P00100542;16;;
P00300542;8;;
P00156342;5;;
P00353642;5;8.0;
P00285942;8;14.0;
P00209342;8;;
P00038242;6;8.0;
P00275042;8;;
P00324142;5;;
P00345042;5;;
P00197842;6;11.0;
P00081442;6;;
P00311442;11;15.0;
P00159742;2;4.0;9.0
P00011542;5;;
P00298042;5;12.0;14.0
P00160842;8;14.0;
P00238142;5;8.0;
P00064842;8;;
P00342642;1;5.0;
P00251142;5;14.0;
P00146642;8;;
P00361042;8;14.0;
P00161042;14;16.0;
P0095042;4;5.0;8.0
P00337342;2;12.0;14.0
P00345142;5;11.0;
P00168842;1;2.0;
P00046542;5;;
P00060142;8;;
P00254042;8;;
P00071842;4;8.0;
P00151442;8;;
P00133242;5;;
P00082442;4;5.0;
P00072342;17;;
P00240642;8;;
P00314142;8;16.0;
P00132342;4;;
P00343242;2;4.0;
P00261442;1;17.0;
P00296842;1;5.0;6.0
P0093742;6;;
P00289142;8;14.0;
P00266242;11;;
P00338742;5;;
P00132442;16;;
P00222742;8;16.0;
P00172742;5;14.0;
P00060442;5;14.0;
P00181142;11;;
P00040542;8;;
P00068542;8;;
P00325642;11;15.0;
P00328842;5;;
P00018442;5;;
P00201142;5;;
P00205342;8;;
P00205742;5;;
P00139442;5;;
P00004942;8;14.0;
P00061742;5;8.0;
P00092842;1;2.0;16.0
P00030542;3;4.0;
P00202342;16;;
P0097442;8;;
P00250042;8;14.0;
P00129942;8;;
P00186742;4;;
P00063842;6;16.0;
P00323242;15;16.0;
P00341442;8;;
P00023442;16;;
P00077542;8;;
P00369342;11;;
P00327942;5;;
P00163942;8;;
P00332642;5;8.0;
P00068242;2;4.0;
P00108242;7;;
P00228542;2;;
P00325542;18;;
P00368842;15;;
P00255042;11;;
P00122042;6;;
P00014342;8;;
P00334942;11;;
P00198442;8;;
P00076642;5;;
P00050042;5;13.0;14.0
P00249442;5;8.0;14.0
P00089642;8;14.0;
P00266342;8;;
P00229442;8;;
P00255642;8;;
P00123042;11;;
P00358642;5;11.0;16.0
P00103842;5;;
P00260842;1;16.0;
P00237742;8;;
P00153042;14;;
P00114242;13;15.0;
P00144742;14;;
P00066142;8;14.0;
P00283442;8;;
P00133542;5;;
P00308442;5;;
P00278342;8;;
P00013242;7;;
P00011242;7;;
P00333342;5;8.0;
P00144842;8;;
P00204842;8;;
P00161742;5;14.0;
P00072142;8;;
P00062942;5;8.0;
P00060342;8;;
P00065842;7;8.0;
P00290142;8;;
P00159342;5;;
P00076242;5;14.0;
P00264142;8;;
P00264942;11;;
P00287742;8;;
P00224942;8;18.0;
P00104642;8;;
P00158642;8;14.0;
P00019242;8;;
P00167142;8;14.0;
P00143742;8;;
P00080842;5;;
P00255442;8;;
P00351442;8;;
P00367842;5;;
P00306742;10;;
P00136942;5;8.0;
P00167842;5;;
P00123242;11;;
P00028642;5;14.0;
P00045742;5;;
P00297242;7;;
P00277342;7;;
P00228742;8;16.0;
P00076342;2;4.0;
P00135542;13;;
P00044742;5;;
P00157042;16;;
P00340442;18;;
P00309742;5;;
P00280042;5;;
P00277142;11;16.0;
P00340142;8;;
P00284542;11;15.0;
P00358542;5;;
P00363542;7;;
P00201742;8;;
P00262042;7;;
P00211642;1;8.0;
P00366742;7;;
P00144342;15;;
P00345542;5;11.0;15.0
P00210742;16;;
P00078942;5;;
P00010642;7;;
P00007742;8;;
P00153242;8;;
P00210242;8;;
P00063542;5;;
P00279742;16;;
P00174642;8;14.0;17.0
P00365542;5;8.0;
P00330742;7;;
P00161342;1;8.0;
P00305442;8;;
P00135442;5;14.0;
P00111342;5;;
P00175342;12;;
P00358042;8;;
P00362942;5;14.0;
P00054142;16;;
P00142442;4;8.0;
P00137842;14;;
P00090142;8;;
P00291642;5;;
P00293942;8;17.0;
P00090342;12;;
P00017942;8;;
P00345342;5;11.0;
P00125842;11;16.0;
P00307242;7;;
P00005542;2;4.0;9.0
P0098042;8;;
P00164142;8;;
P00318542;8;;
P00316042;2;;
P00311742;5;8.0;14.0
P0099142;8;;
P00215142;8;;
P00154142;5;;
P00247442;5;8.0;14.0
P00308142;5;;
P00215342;8;;
P00364042;5;14.0;
P00069142;7;;
P00007642;7;;
P00027942;5;14.0;
P00014442;6;8.0;16.0
P00038542;1;;
P00341842;15;16.0;
P00240742;16;;
P00189442;8;;
P00339642;8;;
P00075142;8;;
P00081942;1;;
P00263742;5;14.0;
P00292542;5;;
P00154342;5;;
P00364942;8;;
P00283742;8;;
P00241942;8;14.0;
P00338642;7;;
P00077442;8;;
P00261642;8;;
P00334842;8;;
P00265942;5;;
P00235042;8;;
P00253342;1;;
P00207142;1;6.0;
P00364742;11;;
P00257942;11;;
P00284342;16;;
P00296442;5;8.0;
P00181042;11;;
P00271642;5;;
P00064642;1;;
P00202042;8;;
P00337242;3;4.0;5.0
P00107442;5;;
P00014142;2;4.0;
P00225342;8;;
P00169942;5;14.0;
P00353942;1;6.0;
P00185742;2;4.0;5.0
P00292942;5;14.0;
P00136142;6;16.0;
P00300342;8;;
P00323342;8;;
P00336642;8;12.0;
P00277042;7;;
P00077142;8;;
P00064342;5;;
P00201942;8;;
P00103742;1;8.0;
P00311842;11;;
P00351542;11;;
P00321142;1;;
P00299642;8;;
P00071542;5;;
P00192442;8;;
P00329142;1;16.0;
P00269842;8;;
P00131842;7;;
P00257242;7;;
P00306542;5;;
P00342942;17;;
P00275342;6;8.0;
P00248642;7;;
P00051242;8;;
P00291742;5;;
P00286942;7;;
P00011142;8;;
P00264742;11;;
P00342542;11;15.0;16.0
P00314342;1;17.0;
P00310942;6;8.0;
P00060642;8;;
P00127142;8;16.0;
P00349542;8;;
P00104442;8;;
P00307842;7;;
P00271842;8;;
P00242942;8;;
P00086542;2;14.0;
P00055342;5;14.0;
P00270442;8;;
P00145342;4;9.0;
P0098942;8;;
P00262742;8;;
P00091442;8;14.0;
P00036642;8;;
P00280942;11;;
P00262942;5;14.0;
P00141142;5;;
P00167442;5;;
P00231042;8;;
P00171942;8;17.0;
P00278142;11;16.0;
P00054642;5;;
P00022242;5;;
P00311042;8;;
P00192342;2;4.0;
P00121842;5;;
P00369242;11;;
P00171142;8;;
P00130342;6;8.0;
P00330842;14;16.0;
P00068742;5;;
P00262642;8;;
P0093842;5;;
P00107842;8;;
P00087942;5;8.0;
P00151542;8;;
P00219642;8;14.0;
P00073242;5;8.0;
P00139242;8;;
P00364642;6;8.0;
P00027242;5;;
P00130542;8;;
P0097642;8;;
P00037642;8;;
P00028742;5;14.0;
P00162842;1;8.0;
P00273842;13;;
P00043042;7;;
P00214042;6;8.0;
P00137342;8;;
P00269142;5;17.0;
P00369542;11;;
P00149042;5;8.0;
P00018742;7;;
P00361742;5;;
P00227442;8;;
P00238242;15;;
P00262142;8;;
P00108142;11;;
P00159042;8;;
P00355542;16;;
P00369642;11;;
P00167342;8;16.0;
P00333942;8;;
P00204442;8;;
P00047342;5;;
P00349042;8;16.0;
P00106842;7;8.0;
P00027742;6;8.0;
P00236742;8;;
P00295142;2;;
P00234042;1;;
P00211342;8;;
P00069842;13;16.0;
P00148142;5;;
P00190642;8;9.0;
P00066042;8;;
P00187542;5;18.0;
P00066342;14;;
P00152342;8;;
P00355442;14;16.0;
P00257142;8;;
P00272442;8;;
P00250142;8;;
P00234342;2;;
P00333142;5;;
P00202642;8;;
P00090642;8;;
P00368742;11;15.0;
P00281342;11;;
P00366142;6;;
P00162142;7;;
P00039842;5;;
P00135942;7;;
P00172442;5;;
P00067442;8;;
P00293442;13;;
P00058742;16;;
P00060042;8;16.0;
P00239042;5;6.0;16.0
P00301942;5;;
P00081642;8;;
P00056042;8;;
P00272642;8;;
P00141342;8;;
P00324042;11;;
P00134742;5;14.0;
P00140942;8;;
P00167242;8;14.0;
P00223442;5;8.0;14.0
P00107342;10;;
P00318442;8;;
P00268642;1;8.0;
P00225242;5;8.0;
P00104142;8;;
P00143242;8;;
P00310742;8;;
P00360442;8;16.0;
P00229542;1;5.0;
P00109442;1;;
P00012942;5;8.0;
P00059342;8;;
P00312242;5;;
P00309042;12;;
P00272342;7;;
P00028942;8;;
P00366042;5;;
P00055042;8;;
P00152142;7;;
P00281242;18;;
P00202842;6;16.0;
P00243142;8;;
P00128642;8;;
P00247342;8;;
P00100342;14;17.0;
P00012342;8;;
P00009442;5;;
P00268142;8;;
P00203042;16;;
P00159642;14;;
P00231542;5;;
P00325442;15;;
P00013442;8;;
P00071042;10;;
P00291842;5;;
P00157442;1;2.0;15.0
P00363842;5;8.0;
P00172042;2;8.0;
P00020942;8;;
P00017342;5;;
P00360342;11;;
P00069742;8;;
P00140342;8;;
P00082942;8;;
P00025742;8;;
P00153542;6;;
P00142542;8;;
P00019742;8;14.0;
P00314542;8;;
P00338242;8;11.0;
P00083542;8;;
P00299342;8;;
P00133942;5;;
P00264442;8;16.0;
P00261042;11;;
P00311242;7;;
P00152042;14;;
P00292842;8;17.0;
P00231642;5;14.0;
P00364542;7;;
P00332542;8;;
P00067742;8;;
P00091242;8;;
P00199242;5;;
P00104242;8;;
P00318842;5;6.0;
P00068642;6;;
P00023542;4;8.0;
P00058542;5;;
P00154942;14;;
P00082042;8;;
P00357442;5;8.0;
P00069642;8;;
P00151642;7;;
P00243042;5;10.0;16.0
P00308042;10;11.0;
P00200542;16;;
P00336442;5;;
P00163642;8;;
P00106442;7;;
P00150242;1;16.0;
P00153942;6;16.0;
P00140142;8;;
P00005242;8;;
P00308842;5;;
P00126742;1;;
P00080242;8;;
P00079342;8;;
P00326342;5;8.0;
P00270742;5;8.0;
P00108742;5;;
P00106542;7;;
P00197642;5;8.0;
P00051342;8;;
P00290842;5;;
P00201842;7;;
P00247842;8;14.0;
P00216642;8;;
P00257342;8;;
P00209042;6;;
P00362142;5;;
P00126342;8;;
P00263342;8;;
P00302242;8;;
P00107942;8;16.0;
P00069442;8;;
P00263242;5;14.0;
P00278842;5;;
P00334542;8;;
P00032242;8;;
P00138942;8;;
P00169342;8;;
P00073542;5;8.0;
P00122142;7;;
P00106142;7;;
P00080442;7;;
P00104342;2;18.0;
P00132142;8;;
P00063242;13;;
P00204042;8;;
P00290642;10;;
P00164442;5;8.0;14.0
P00074542;7;;
P00357542;5;12.0;
P00170742;5;;
P00332742;1;11.0;
P00337042;7;;
P00285142;8;;
P00194742;8;14.0;
P00076942;1;13.0;16.0
P00363142;8;;
P00012742;8;14.0;
P00281442;11;;
P00105842;1;8.0;
P00143042;5;;
P00133042;5;11.0;
P00006642;8;;
P00026842;5;;
P00136042;8;;
P00362242;8;;
P00093142;8;;
P00162742;8;;
P00039342;8;;
P00038742;11;;
P00261942;1;8.0;
P00169242;5;8.0;
P00203842;16;;
P00075242;8;;
P00160742;5;16.0;
P00239442;5;14.0;
P00013542;1;8.0;
P00199542;8;14.0;
P00011642;8;;
P00167042;2;;
P00203242;5;12.0;
P00323142;5;;
P00242242;5;;
P00301342;18;;
P00301142;5;;
P00038042;8;14.0;17.0
P00341142;11;;
P00203642;8;;
P00364342;8;14.0;
P00051742;8;;
P00039142;7;;
P00224642;8;16.0;
P00016242;8;;
P00297142;8;;
P00290442;11;;
P00141642;2;4.0;
P00249242;8;;
P00325042;8;;
P00152842;8;;
P00238842;5;;
P00071942;7;;
P00070142;5;;
P00314842;8;17.0;
P00306342;8;;
P00210842;5;;
P00294742;5;8.0;
P00061242;8;14.0;
P00321242;1;8.0;16.0
P00314742;14;;
P00236242;8;;
P00175142;8;;
P00312042;11;;
P00091542;5;12.0;
P00080142;8;;
P00139642;14;;
P00329842;5;;
P00077342;8;;
P00305842;1;;
P00161642;7;;
P00144942;8;;
P00340742;8;;
P00369842;5;8.0;
P00092342;7;;
P00306942;11;;
P00364242;8;;
P00144142;8;;
P00169842;8;;
P00262842;14;17.0;
P00065542;8;;
P0097542;7;;
P00355842;8;14.0;
P00341042;11;;
P00287042;11;;
P00166442;6;8.0;
P00092042;8;;
P00060742;14;;
P00274742;8;;
P00299742;11;;
P00353742;15;;
P00188142;7;;
P00339142;5;;
P00106342;8;;
P00072042;8;;
P00205542;5;14.0;
P00156642;16;;
P00133142;1;;
P00168942;8;17.0;
P00027842;1;15.0;16.0
P00261742;2;8.0;
P00056342;5;;
P00206242;5;;
P00030242;5;;
P00291142;8;;
P00241842;8;;
P00143442;5;;
P00309642;5;;
P00206542;8;;
P00307042;8;;
P00185942;2;4.0;
P00335342;3;15.0;
P00073442;11;;
P00074742;8;;
P00315242;5;8.0;
P00081342;5;;
P00066842;16;;
P00022042;16;;
P00260742;5;;
P00025842;8;;
P00070842;8;;
P00206942;1;;
P00234942;5;;
P00317742;5;8.0;
P00272742;12;;
P00341642;8;;
P00348142;5;;
P00064542;8;;
P00365442;5;;
P00292142;7;;
P00063642;5;8.0;
P00062342;8;;
P00063442;5;;
P00325342;11;;
P00312542;8;;
P00008942;8;;
P00300742;5;;
P00330142;8;;
P0096242;4;8.0;
P00335642;5;;
P00341542;6;;
P00077242;14;;
P00063742;8;;
P00053242;8;;
P00068342;8;;
P00336242;5;18.0;
P00013842;8;;
P00065142;8;;
P00149742;5;8.0;
P00164242;8;;
P00091942;1;;
P00078342;5;;
P00083142;14;;
P00172242;7;;
P00353042;11;;
P00172642;8;;
P00038642;8;;
P00211742;1;6.0;
P00073342;8;;
P00299042;8;;
P00201242;8;;
P00062442;5;;
P00074842;8;;
P00132742;16;;
P00301442;7;;
P00298342;8;;
P00352042;11;;
P00075042;9;;
P00315142;10;;
P00365942;8;;
P00056642;16;;
P00104042;5;8.0;
P00208642;8;;
P00065942;8;;
P00329042;8;;
P00038842;7;;
P00295642;2;;
P00091742;13;;
